Serial,EventId,InvestigationType,AccidentNumber,EventDate,Location,Country,Latitude,Longitude,AirportCode,AirportName,InjurySeverity,AircraftDamage,AircraftCategory,RegistrationNumber,Make,Model,AmateurBuilt,NumberofEngines,EngineType,FARDescription,Schedule,PurposeofFlight,AirCarrier,TotalFatalInjuries,TotalSeriousInjuries,TotalMinorInjuries,TotalUninjured,WeatherCondition,BroadPhaseofFlight,ReportStatus,PublicationDate,Random
1230,20190928X24100,Accident,ERA19TA287,9/28/2019,"Sanford, ME",North America,43.393889,-70.708056,SFM,Sanford Seacoast Regional,Non-Fatal,Substantial,Helicopter,N21EH,Robinson,R44,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,1,,,VMC,TAXI,Preliminary,10/16/2019,0.176572511
1231,20190928X02511,Accident,ERA19LA286,9/28/2019,"Dalton, GA",North America,34.883334,-84.888889,GA72,Pratermill Flight Park,Fatal(1),Substantial,Weight-Shift,UNREG,SOLO WINGS,WINDLASS,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,MANEUVERING,Preliminary,10/4/2019,0.388243841
1232,20190928X04048,Accident,ERA19LA285,9/28/2019,"Bloomsburg, PA",North America,40.992222,-76.468334,,N/A,Non-Fatal,Substantial,Helicopter,N380SH,Enstrom,F28,No,1,Reciprocating,Part 91: General Aviation,,Aerial Observation,,,1,2,,VMC,LANDING,Preliminary,10/7/2019,0.765705427
1233,20190929X70917,Accident,ERA19FA283,9/29/2019,"Deland, FL",North America,29.024445,-81.344166,DED,Deland Muni-Sidney H Taylor Fi,Fatal(3),Destroyed,Airplane,N731PF,Cessna,421,No,2,Reciprocating,Part 91: General Aviation,,Personal,,3,,,,VMC,MANEUVERING,Preliminary,10/15/2019,0.27942216
1234,20191001X33153,Accident,GAA20CA001,10/1/2019,"Longs, SC",North America,33.929723,-78.735555,,N/A,Non-Fatal,Substantial,Airplane,N95131,Taylorcraft,BC12,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,CRUISE,Factual,12/10/2019,0.390325566
1235,20191211X01805,Accident,ERA20LA052,10/1/2019,"Grove City, PA",North America,41.146111,-80.168056,29D,Grove City,Non-Fatal,Substantial,Airplane,N9404Q,Beech,55,No,2,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Preliminary,12/20/2019,0.460377133
1236,20191007X23255,Accident,GAA20CA002,10/2/2019,"Carlsbad, CA",North America,33.128334,-117.28,CRQ,Mc Clellan-Palomar,Non-Fatal,Substantial,Helicopter,N4050X,ROBINSON,R44,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,LANDING,Factual,1/8/2020,0.128222304
1237,20191002X11326,Accident,ERA20MA001,10/2/2019,"Windsor Locks, CT",North America,41.931667,-72.692222,BDL,Bradley Intl,Fatal(7),Destroyed,Airplane,N93012,Boeing,B17,No,4,Reciprocating,Part 91: General Aviation,,Other Work Use,,7,5,2,,VMC,LANDING,Preliminary,10/10/2019,0.994753605
1238,20191004X20531,Accident,ERA20TA005,10/3/2019,"Fort Meade, FL",North America,27.701667,-81.786111,,N/A,Non-Fatal,Substantial,Gyroplane,N463JW,SILVERLIGHT AVIATION LLC,AR-1,Yes,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,1,VMC,,Preliminary,10/31/2019,0.483005798
1239,20191004X94049,Accident,ERA20LA004,10/3/2019,"Fort Meade, FL",North America,27.702222,-81.768889,,N/A,Non-Fatal,Substantial,Helicopter,N911RW,Bell,OH 58A,No,1,Turbo Shaft,Public Aircraft,,Public Aircraft - Local,,,,,1,VMC,MANEUVERING,Preliminary,10/18/2019,0.818346589
1240,20191003X13056,Accident,CEN20FA001,10/3/2019,"Lansing, MI",North America,42.780278,-84.606111,LAN,Capital Region International,Fatal(5),Substantial,Airplane,N700AQ,Socata,TBM 700,No,1,Turbo Prop,Part 91: General Aviation,,Business,,5,1,,,IMC,APPROACH,Preliminary,10/10/2019,0.984224519
1241,20191005X20852,Accident,GAA20CA006,10/4/2019,"Kaplan, LA",North America,29.937222,-92.319723,,N/A,Non-Fatal,Substantial,Airplane,N7871U,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,1,,VMC,CRUISE,Factual,12/11/2019,0.253721346
1242,20191007X44410,Accident,GAA20CA003,10/4/2019,"Lake Elsinore, CA",North America,33.63,-117.301667,CA89,Skylark Field,Non-Fatal,Substantial,Airplane,N192DP,Vans,RV9,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,TAXI,Factual,12/4/2019,0.689144254
1243,20191004X00403,Accident,ERA20LA011,10/4/2019,"Harrisburg, PA",North America,40.176111,-76.726945,MDT,HARRISBURG INTL,Non-Fatal,Substantial,Airplane,N4385K,Piper,PA46,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,2,,VMC,APPROACH,Preliminary,10/25/2019,0.969157325
1244,20191005X13313,Accident,ERA20FA002,10/4/2019,"Asheboro, NC",North America,35.615278,-79.882223,HBI,Asheboro Rgnl,Fatal(2),Destroyed,Airplane,N2FB,PIPER,PA28,No,,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,APPROACH,Preliminary,10/10/2019,0.696425638
1246,20191007X22236,Accident,WPR20LA001,10/5/2019,"Moore, UT",North America,38.953889,-110.996389,,N/A,Fatal(1),Substantial,Powered Parachute,N582UT,Buckeye,BREEZE,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,,TAKEOFF,Preliminary,10/29/2019,0.983212863
1247,20191006X95852,Accident,GAA20CA005,10/5/2019,"Dublin, TX",North America,32.068334,-98.325278,9F0,Dublin Muni,Non-Fatal,Substantial,Gyroplane,N8445P,Pavel Vagner,TANGO,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,1/7/2020,0.240777372
1248,20191007X51728,Accident,GAA20CA004,10/5/2019,"Triangle, ID",North America,42.750278,-116.674723,2ID3,JOSEPHINE RANCH,Non-Fatal,Substantial,Airplane,N677M,Reed Mike,SMITHS SUPER CUB,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,11/25/2019,0.236038372
1249,20191005X90127,Accident,ERA20FA003,10/5/2019,"Pembroke Pines, FL",North America,25.999444,-80.468334,,N/A,Non-Fatal,Substantial,Airplane,N2561G,Champion,7ECA,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,2,,,VMC,MANEUVERING,Preliminary,11/6/2019,0.154696099
1250,20191010X24754,Accident,CEN20LA005,10/5/2019,"Garden Ridge, TX",North America,29.621945,-98.277223,TS67,,Non-Fatal,Substantial,Airplane,N701BJ,Zenair,ZENITH CH 701,Yes,,,Part 91: General Aviation,,Personal,,,,,2,VMC,TAKEOFF,Preliminary,10/17/2019,0.146408413
1251,20191005X82852,Accident,CEN20FA002,10/5/2019,"Kokomo, IN",North America,40.475,-86.063333,OKK,Kokomo Municipal Airport,Fatal(1),Destroyed,Airplane,N326CW,Piper,AEROSTAR 602P,No,2,,Part 91: General Aviation,,Business,,1,,,,VMC,MANEUVERING,Preliminary,10/8/2019,0.734020756
1254,20191007X04618,Accident,WPR20LA004,10/6/2019,"Marana, AZ",North America,32.43,-111.39,AZ67,El Tiro,Non-Fatal,Substantial,Glider,N600TT,Glaser Dirks,DG500,No,,,Part 91: General Aviation,,Personal,,,,1,1,VMC,,Preliminary,11/13/2019,0.386695935
1255,20191006X33854,Accident,CEN20LA004,10/6/2019,"Ranger, TX",North America,32.4475,-98.682778,F23,Ranger Muni,Non-Fatal,Substantial,Airplane,N36LS,BEECH,B36,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,4,VMC,TAKEOFF,Preliminary,12/12/2019,0.079422575
1256,20191006X31934,Accident,CEN20FA003,10/6/2019,"Bixby, MO",North America,37.361389,-91.04,,N/A,Fatal(1),Substantial,Airplane,N10LG,Lancair,LANCAIR LEGACY,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,IMC,CRUISE,Preliminary,10/15/2019,0.1126843
1257,20191011X30425,Accident,GAA20CA012,10/7/2019,"Rio Rancho, NM",North America,35.241666,-106.767778,,N/A,Non-Fatal,Destroyed,Balloon,N9126K,Aerostar International,RX 7,No,,,Part 91: General Aviation,,Air Race/Show,,,,2,,VMC,LANDING,Factual,12/10/2019,0.383951973
1258,20191011X24943,Accident,GAA20CA010,10/7/2019,"Fallon, NV",North America,39.499166,-118.748889,FLX,Fallon Muni,Non-Fatal,Substantial,Airplane,N50618,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,1/8/2020,0.455013389
1259,20191008X32741,Accident,GAA20CA007,10/7/2019,"Kodiak, AK",North America,56.938611,-154.1825,,N/A,Non-Fatal,Substantial,Airplane,N1544,De Havilland,BEAVER DHC 2,No,1,Reciprocating,Part 91: General Aviation,,Positioning,,,,,1,VMC,LANDING,Factual,12/2/2019,0.97118215
1260,20191008X95051,Accident,ERA20LA008,10/7/2019,"Fort Myers, FL",North America,26.533611,-81.759167,RSW,Southwest Florida Intl,Non-Fatal,Substantial,Airplane,N86MN,Raytheon,HAWKER,No,2,Turbo Fan,Part 135: Air Taxi & Commuter,NSCH,,Delta Private Jets,,,,4,VMC,LANDING,Preliminary,10/25/2019,0.050567094
1261,20191007X94806,Accident,ERA20LA006,10/7/2019,"Charleston, SC",North America,32.898611,-80.040555,CHS,Charleston Afb/Intl,Non-Fatal,Substantial,Airplane,N166HJ,HONDA AIRCRAFT,HA-420,No,2,Turbo Jet,Part 91: General Aviation,,Executive/Corporate,,,,,5,IMC,LANDING,Preliminary,10/22/2019,0.195315196
1262,20191008X73025,Accident,WPR20FA005,10/8/2019,"Camarillo, CA",North America,34.213611,-119.094444,CMA,Camarillo,Fatal(1),Substantial,Airplane,N501BD,Bede,BD5,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,APPROACH,Preliminary,10/29/2019,0.597048042
1263,20191008X64226,Accident,CEN20LA006,10/8/2019,"Waukesha, WI",North America,43.032778,-88.234722,UES,Waukesha County,Non-Fatal,Substantial,Airplane,N396JG,Beech,36,No,,,Part 91: General Aviation,,Personal,,,,,2,VMC,TAKEOFF,Preliminary,10/17/2019,0.982135522
1264,20191009X72523,Accident,GAA20CA042,10/9/2019,"Somerville, TN",North America,35.196666,-89.396389,FYE,Fayette County,Non-Fatal,Substantial,Airplane,N2177W,Beech,19,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,TAKEOFF,Factual,1/15/2020,0.92193904
1266,20191022X04218,Accident,CEN20FA010,10/9/2019,"Aberdeen, SD",North America,45.561667,-98.460278,ABR,Aberdeen Regional Airport,Fatal(1),Destroyed,Airplane,N6483B,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,IMC,UNKNOWN,Preliminary,10/28/2019,0.20026539
1267,20191010X74218,Accident,GAA20CA017,10/10/2019,"Dayton, OH",North America,39.588889,-84.224723,MGY,Dayton-Wright Brothers,Non-Fatal,Substantial,Airplane,N8078X,Piper,PA28,No,1,,Part 91: General Aviation,,Personal,,,,,2,VMC,,Preliminary,10/15/2019,0.190762518
1268,20191011X12800,Accident,GAA20CA009,10/10/2019,"Waynesburg, PA",North America,39.901111,-80.130556,WAY,Greene County,Non-Fatal,Substantial,Airplane,N2343E,Aeronca,7AC,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,LANDING,Factual,1/15/2020,0.845239923
1269,20191010X03615,Accident,GAA20CA008,10/10/2019,"Big Flats, NY",North America,42.117223,-76.918334,,N/A,Non-Fatal,Substantial,Airplane,N4138Z,Piper,PA18,No,1,Reciprocating,Part 91: General Aviation,,Ferry,,,,,1,VMC,TAKEOFF,Factual,12/3/2019,0.860285277
1270,20191022X82728,Accident,WPR20WA010,10/11/2019,"Port Said City, Egypt",Africa,32.956944,32.303889,,,Non-Fatal,Substantial,Helicopter,,BELL,412,No,,,Unknown,,,,,,,5,,MANEUVERING,Foreign,,0.11253077
1271,20191011X32326,Accident,GAA20CA027,10/11/2019,"Gastonia, NC",North America,35.201944,-81.150278,AKH,GASTONIA MUNI,Non-Fatal,Substantial,Airplane,N235JH,ZENITH,ZENITH 601XLB,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,1,,VMC,TAKEOFF,Factual,12/11/2019,0.509706478
1272,20191012X73843,Accident,GAA20CA021B,10/11/2019,"Cedartown, GA",North America,34.018611,-85.146389,4A4,Polk County Airport- Cornelius,Non-Fatal,,Airplane,N166DH,De Havilland,DHC 6 TWIN OTTER,No,2,Reciprocating,Part 91: General Aviation,,Skydiving,,,,,12,VMC,LANDING,Factual,1/15/2020,0.355886991
1273,20191012X73843,Accident,GAA20CA021A,10/11/2019,"Cedartown, GA",North America,34.018611,-85.146389,4A4,Polk County Airport- Cornelius,Non-Fatal,Substantial,Airplane,N540ML,WINGTIP TO WINGTIP LLC,PANZL S-330,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,12,VMC,TAXI,Factual,1/15/2020,0.578619106
1274,20191011X13518,Accident,GAA20CA020,10/11/2019,"Willacoochee, GA",North America,31.398889,-83.001389,,,Non-Fatal,Substantial,Airplane,N3090C,Ayres,S2R,No,1,,Part 137: Agricultural,,Aerial Application,,,,1,,VMC,,Preliminary,10/18/2019,0.314228442
1275,20191011X11255,Accident,GAA20CA019,10/11/2019,"Coeur d'Alene, ID",North America,47.769167,-116.818611,COE,COEUR D'ALENE - PAPPY BOYINGTO,Non-Fatal,Substantial,Weight-Shift,N92287,ANTARES,MA33,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,,,VMC,TAKEOFF,Factual,1/9/2020,0.372670426
1276,20191011X05917,Accident,GAA20CA018,10/11/2019,"Langley, WA",North America,48.0175,-122.437777,W10,Whidbey Air Park,Non-Fatal,Substantial,Airplane,N612RF,FOXWORTHY RICK A,SONEX,Yes,1,Reciprocating,Part 91: General Aviation,,Flight Test,,,1,,,VMC,MANEUVERING,Factual,12/11/2019,0.521479147
1277,20191012X05840,Accident,GAA20CA026,10/12/2019,"Lusby, MD",North America,38.361111,-76.405278,MD50,Chesapeake Ranch,Non-Fatal,Substantial,Airplane,N15WL,"LLEWELLYN, WARWINC W",Vans RV-4,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,2,,VMC,TAKEOFF,Factual,12/17/2019,0.773317531
1278,20191013X12218,Accident,GAA20CA025,10/12/2019,"Key West, FL",North America,24.556111,-81.76,EYW,Key West Intl,Non-Fatal,,Airplane,N5522S,Cessna,172,No,1,,Part 91: General Aviation,,Personal,,,1,,1,VMC,,Preliminary,10/22/2019,0.453900192
1279,20191014X71207,Accident,GAA20CA024,10/12/2019,"Greenville, TX",North America,33.067778,-96.065278,GVT,,Unavailable,Substantial,Airplane,N333DW,Cessna,180,No,1,,Part 91: General Aviation,,Personal,,,,,,,,Preliminary,10/22/2019,0.226704682
1280,20191012X90206,Accident,GAA20CA011,10/12/2019,"Henrys Lake, ID",North America,44.673611,-111.424445,,N/A,Non-Fatal,Substantial,Airplane,N632K,Champion,8GCBC,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,12/11/2019,0.931584626
1281,20191014X71247,Accident,CEN20TA007,10/12/2019,"Montgomery, TX",North America,30.336666,-95.679445,,N/A,Non-Fatal,Substantial,Gyroplane,N498AG,AutoGyro GmbH,MTO Sport,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,1,,VMC,TAKEOFF,Factual,11/26/2019,0.332997709
1282,20191015X44008,Accident,WPR20LA007,10/13/2019,"Susanville, CA",North America,40.556111,-120.839166,,N/A,Non-Fatal,Substantial,Helicopter,N131HA,Hiller,UH 12E,No,1,Turbo Shaft,Part 137: Agricultural,,Aerial Application,,,,1,,VMC,MANEUVERING,Preliminary,12/9/2019,0.549733999
1283,20191014X71504,Accident,GAA20CA015,10/13/2019,"Goddard, KS",North America,37.6925,-97.543611,SN64,ECK FIELD,Non-Fatal,Substantial,Airplane,N96709,Taylorcraft,BC12,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,TAKEOFF,Factual,12/16/2019,0.828286326
1284,20191014X71420,Accident,CEN20LA016,10/13/2019,"Springtown, TX",North America,32.986666,-97.619723,61TE,,Non-Fatal,Substantial,Airplane,N75139,Piper,PA-28R-200,No,,,Part 91: General Aviation,,Positioning,,,,1,,VMC,CRUISE,Preliminary,10/30/2019,0.616276393
1285,20191016X21654,Accident,ANC20LA002,10/13/2019,"Palmer, AK",North America,61.450278,-148.683334,,N/A,Non-Fatal,Substantial,Airplane,N7267A,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,CRUISE,Preliminary,10/23/2019,0.398817669
1287,20191024X15601,Accident,GAA20CA045,10/14/2019,"Buckeye, AZ",North America,33.420556,-112.686111,BXK,Buckeye Muni,Non-Fatal,Substantial,Airplane,N441B,AEROPRO CZ,A220,No,1,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,11/11/2019,0.085806041
1288,20191015X65228,Accident,GAA20CA022,10/14/2019,"Douglas, GA",North America,31.476667,-82.860556,DQH,Douglas Muni,Non-Fatal,Substantial,Airplane,N8047R,Beech,36,No,1,Turbo Prop,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,12/16/2019,0.342920777
1289,20191014X71714,Accident,GAA20CA013,10/14/2019,"Breckenridge, TX",North America,32.718889,-98.891666,BKD,Stephens County,Non-Fatal,Substantial,Airplane,N850NK,SOCATA,TBM700,No,1,Turbo Prop,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,1/15/2020,0.618557027
1290,20191015X65516,Accident,ERA20FA009,10/14/2019,"Cameron, NC",North America,35.271667,-79.254444,84NC,Rooster Field,Fatal(1),Substantial,Airplane,N4332J,Vans,RV4,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,APPROACH,Preliminary,10/21/2019,0.48721652
1292,20191016X40511,Accident,GAA20CA029,10/15/2019,"Reno, NV",North America,40.13,-119.91,,Dead Cow Lakebed Airstrip,Non-Fatal,Substantial,Airplane,N180JL,Cessna,180,No,1,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,10/22/2019,0.275278587
1293,20191015X55801,Accident,GAA20CA028,10/15/2019,"Lebanon, NH",North America,43.626111,-72.304167,LEB,,Unavailable,Substantial,Airplane,N2037B,Luscombe,8,No,1,,Part 91: General Aviation,,Personal,,,,,,,,Preliminary,10/22/2019,0.61141485
1294,20191015X55607,Accident,GAA20CA023,10/15/2019,"Louisville, KY",North America,38.227778,-85.664722,LOU,BOWMAN FIELD,Non-Fatal,Substantial,Airplane,N6097G,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,1,VMC,LANDING,Factual,12/11/2019,0.195856124
1295,20191015X24741,Accident,GAA20CA014,10/15/2019,"Colorado Springs, CO",North America,38.942777,-104.57,FLY,Meadow Lake,Non-Fatal,Substantial,Airplane,N9708T,Piper,PA38,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,TAKEOFF,Factual,1/7/2020,0.046728389
1297,20191017X25647,Accident,GAA20CA030,10/16/2019,"Gerlach, NV",North America,40.335,-119.908056,,N/A,Non-Fatal,Substantial,Airplane,N2894P,Piper,PA18,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,12/18/2019,0.258798423
1298,20191021X62154,Accident,ERA20LA016,10/16/2019,"Augusta, GA",North America,33.371945,-81.971667,AGS,Augusta Rgnl At Bush Field,Non-Fatal,,Airplane,N307KP,Bombardier,BD 700 1A10,No,2,Turbo Fan,Part 91: General Aviation,,Business,,,1,,,VMC,TAXI,Preliminary,11/25/2019,0.22376456
1299,20191021X53431,Accident,CEN20LA021,10/16/2019,"Unknown, GM",North America,25.3825,-90.125834,,N/A,Unavailable,,Airplane,N778PA,Piper,PA23,No,2,Reciprocating,Part 91: General Aviation,,Personal,,,,,,,UNKNOWN,Preliminary,11/25/2019,0.653528023
1300,20191017X22012,Accident,WPR20LA009,10/17/2019,"Stockton, CA",North America,37.895555,-121.259444,SCK,Stockton Metropolitan Airport,Non-Fatal,Substantial,Airplane,N11379,Cessna,206,No,1,Reciprocating,Public Aircraft,,Instructional,,,,2,,VMC,TAKEOFF,Preliminary,12/2/2019,0.639266083
1302,20191018X35916,Accident,GAA20CA035,10/17/2019,"Overton, NV",North America,36.51,-114.375834,,N/A,Non-Fatal,Substantial,Helicopter,N4066S,Robinson,R22,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,TAKEOFF,Factual,12/17/2019,0.316523333
1303,20191018X04535,Accident,GAA20CA033,10/17/2019,"Socorro, TX",North America,31.654722,-106.303333,,N/A,Non-Fatal,Substantial,Airplane,N9033T,Weatherly,620,No,1,,Part 137: Agricultural,,Business,,,,,1,VMC,,Preliminary,10/22/2019,0.52151797
1304,20191017X61153,Accident,GAA20CA032,10/17/2019,"Monument Valley, UT",North America,37.016667,-110.200556,UT25,Monument Valley,Non-Fatal,Substantial,Airplane,N771TX,Flight Design,CTLS,No,,,Part 91: General Aviation,,Personal,,,,1,,,,Preliminary,10/22/2019,0.934490005
1305,20191017X50324,Accident,GAA20CA031,10/17/2019,"Alvin, TX",North America,29.451389,-95.3025,,N/A,Non-Fatal,Substantial,Airplane,N2585H,Ercoupe,415,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,CRUISE,Factual,12/19/2019,0.778180268
1306,20191018X65951,Accident,ERA20FA012,10/17/2019,"New Salem, NC",North America,35.149166,-80.362222,,N/A,Fatal(1),Substantial,Helicopter,N167AG,Bell,206,No,1,Turbo Shaft,Part 137: Agricultural,,Aerial Application,,1,,,,,MANEUVERING,Preliminary,10/31/2019,0.981308465
1308,20191019X90834,Accident,DCA20CA003,10/17/2019,"Tres Pinos, CA",North America,36.8125,-121.185833,,N/A,Non-Fatal,Substantial,Airplane,N221HV,Kitty Hawk,Heaviside2,No,8,,Part 91: General Aviation,,Flight Test,,,,,,VMC,,Preliminary,12/18/2019,0.572924055
1309,20191017X95817,Accident,CEN20FA008,10/17/2019,"Green Bay, WI",North America,44.4225,-87.935833,WI78,Martins Aerodrome,Fatal(2),Substantial,Airplane,N82308,Aeronca,7AC,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,LANDING,Preliminary,10/22/2019,0.198240681
1310,20191018X41633,Accident,GAA20CA043,10/18/2019,"Knoxville, TN",North America,35.963056,-83.876667,DKX,KNOXVILLE DOWNTOWN ISLAND,Non-Fatal,Substantial,Airplane,N801PZ,Zenair,ZENITH 801,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,12/17/2019,0.071815695
1311,20191018X95836,Accident,GAA20CA036,10/18/2019,"Marble Canyon, AZ",North America,36.810833,-111.644444,L41,Marble Canyon,Non-Fatal,Substantial,Airplane,N49PD,Titan,TITAN TORNADO II,Yes,,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,10/22/2019,0.308372255
1312,20191018X20936,Accident,GAA20CA034,10/18/2019,"King City, CA",North America,36.198055,-121.110278,KIC,Mesa Del Rey,Non-Fatal,Substantial,Helicopter,N7060J,Bell,47G,No,1,Reciprocating,Part 137: Agricultural,,Aerial Application,,,,1,,VMC,LANDING,Factual,12/18/2019,0.688850373
1313,20191020X10854,Accident,ERA20WA015,10/18/2019,"Nassau, North America",North America,25.0925,-77.504722,,N/A,Non-Fatal,Substantial,Airplane,N437GB,Douglas,DC3C S1C3G,No,2,Reciprocating,Part 135: Air Taxi & Commuter,,,,,,2,,UNK,CRUISE,Foreign,,0.428344487
1314,20191022X21222,Accident,ERA20LA018,10/18/2019,"Madisonville, TN",North America,35.550556,-84.374445,MNV,Monroe County,Non-Fatal,Substantial,Airplane,N564T,Beech,N35,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,GO-AROUND,Preliminary,10/25/2019,0.192631617
1315,20191018X73851,Accident,ERA20FA013,10/18/2019,"Tamaqua, PA",North America,40.743333,-76.018334,,N/A,Fatal(1),Substantial,Glider,N830DK,SPORTINE AVIACIJA,LAK17,No,1,Electric,Part 91: General Aviation,,Personal,,1,,,,VMC,CRUISE,Preliminary,10/25/2019,0.996505606
1316,20191019X10346,Accident,GAA20CA039,10/19/2019,"Safford, AZ",North America,32.693889,-109.690277,,N/A,Non-Fatal,Substantial,Airplane,N3784A,Zenair,CH 701,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,MANEUVERING,Factual,12/17/2019,0.772439819
1317,20191019X04853,Accident,GAA20CA037,10/19/2019,"Albuquerque, NM",North America,35.084444,-106.650278,,N/A,Non-Fatal,Substantial,Balloon,N275WB,Ultramagic,N 250,No,,,Part 91: General Aviation,,Business,,,,,1,VMC,,Preliminary,10/22/2019,0.121003465
1319,20191020X24101,Accident,WPR20FA008,10/20/2019,"Angel Fire, NM",North America,36.393055,-105.286944,AXX,Angel Fire,Fatal(2),Substantial,Airplane,N7742P,Piper,PA 24,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,TAKEOFF,Preliminary,11/12/2019,0.752388146
1322,20191020X50853,Accident,GAA20CA038,10/20/2019,"Wedgefield, FL",North America,28.102778,-80.645277,,N/A,Non-Fatal,Substantial,Airplane,N637FT,Piper,PA28,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,IMC,CRUISE,Factual,12/19/2019,0.941307475
1323,20191021X13706,Accident,ERA20FA014,10/20/2019,"Raleigh, NC",North America,35.854167,-78.757778,RDU,Raleigh-Durham Int,Fatal(2),Destroyed,Airplane,N534Z,Piper,PA32,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,APPROACH,Preliminary,10/31/2019,0.808570661
1324,20191021X74218,Accident,CEN20FA009,10/20/2019,"White Plains, AL",North America,33.749722,-85.723334,,N/A,Fatal(1),Destroyed,Airplane,N249BW,Vans,VANS RV-8,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,CRUISE,Preliminary,10/24/2019,0.650826433
1325,20191112X15744,Accident,GAA20WA065,10/21/2019,"Belo Horizonte, South America",South America,-19.904722,-43.976389,,N/A,Fatal(2),Destroyed,Airplane,,CIRRUS,SR20,No,,,"Non-U.S., Non-Commercial",,,,2,2,,,,CLIMB,Foreign,,0.58941521
1326,20191028X41854,Accident,GAA20WA047,10/21/2019,"Tarasenkove, Ukraine",Europe,49.54,32.41,,,Fatal(1),Destroyed,Helicopter,,ROBINSON,R44,No,,,"Non-U.S., Non-Commercial",,Personal,,1,,,,,,Foreign,,0.098709338
1327,20191021X42408,Accident,GAA20CA044,10/21/2019,"Brooksville, FL",North America,28.473611,-82.455556,BKV,Brooksville-Tampa Bay Rgnl,Non-Fatal,Substantial,Gyroplane,N147AR,RICHARD B CARPENTER,AR-1,Yes,,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,10/23/2019,0.237612284
1328,20191020X53853,Accident,GAA20CA041,10/21/2019,"Nantucket, MA",North America,41.334722,-70.299444,MA55,Muskeget Island,Non-Fatal,Substantial,Airplane,N1052T,Maule,MX7,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,12/19/2019,0.923531745
